,id,name,alias1,alias2,alias3,gek,predicates,studbookId,father,fatherId,mother,motherId,fatherOfMother,fatherOfMotherId,year,studbook,reg,fei,redId,sex,chipnumber,isDeceased
0,2461135,TARZAN,,,,,,4.0,LE BLUE DIAMOND V'T RUYTERSHOF,1479481.0,GASKIA VAN DE HOENDERHEIDE,1943878.0,ORLANDO,6939.0,2019,BWP (Belgium Warmblood),056002W00324321,,1622855.0,1,,False
1,2461121,COOL THUNDER,,,,,,12.0,COLMAN,17031.0,FIETA,207204.0,FOR PLEASURE,15154.0,2019,Hannoveraner Verband e.V,,,1622841.0,0,,False
2,2461118,FOR SPECIAL PLEASURE,,,,,,12.0,FOR PLEASURE,15154.0,SPECIAL SUNRISE,1663927.0,SPECIAL MEMORIES,263884.0,2019,Hannoveraner Verband e.V,,,1622838.0,0,,False
3,2461035,OSORNO,,,,,,1.0,CYBER BOY,1799926.0,DOREEN VAN DE LINGEHOEVE,2040983.0,GLOCK'S LONDON,117863.0,2019,KWPN (Royal Dutch Sporthorse),528003201908613,,1622765.0,0,,False
4,2460920,CASALIN,,,,,,27.0,CASALAM LS,2045010.0,STECY,47284.0,VOLTAIRE,31.0,2019,Cr. de Caballo Dep. Mexicanos,,,1622593.0,1,,False
5,2460911,CARAVELLA PRO,CARAVELLA-PRO,,,,,7.0,CONCALIDO-PRO,1977417.0,SAWANNAH,2209667.0,LANDJONKER S,546005.0,2019,Anglo European Studbook,826002190887161,,1622584.0,2,,False
6,2460838,C,,,,WESTF,,13.0,CORNADO I,102430.0,CRACKER JANE,588024.0,CORONINO,20482.0,2019,Westfälisches Pferdestammbuch e.V.,276441410812019,,1622426.0,0,,False
7,2460837,THADDEUS MF,,,,WESTF,,13.0,TALOUBET Z,85845.0,U-CASHIRA-S,1988769.0,CASH AND CARRY,89458.0,2019,Westfälisches Pferdestammbuch e.V.,276441411272219,,1622423.0,0,,False
8,2460771,RENAISSANCE RD,,,,,,52.0,OBOS QUALITY 004,193952.0,,,,,2019,Irish Sport Horse,372414020443651,,1622323.0,2,,False
9,2460662,OMINE,,,,,"D-OC, ster, voorl.keur",1.0,JUBEL ES,1648702.0,HALINE,2021955.0,WARRANT,36412.0,2019,KWPN (Royal Dutch Sporthorse),528003201901236,,1622245.0,2,,False
10,2460586,SWEET DREAM,,,,,Hann. Prämienstute,12.0,SANDRO HIT,2686.0,DREAMDATE,1936494.0,DIMAGGIO,122445.0,2019,Hannoveraner Verband e.V,276431310809919,,1622160.0,2,,False
11,2460559,ONILY BALIA O,,,,,EPTM(spr),1.0,POKER DE MARIPOSA TN,1969522.0,HESTER-BALIA O,1817262.0,CANABIS Z,40395.0,2019,KWPN (Royal Dutch Sporthorse),528003201908975,,1622133.0,2,,False
12,2460548,JACOBA,,,,,,509.0,OMER 493,2460550.0,ZANDRA FAN BARTLEHIEM,2460557.0,,,2019,Koninklijk Friesch Paardenstamboek,528004201900942,,1622127.0,2,,False
13,2460540,CLARITY BGS,,,,,,2.0,CLARIMO,84550.0,QUELLE ANGE,1524434.0,QUIDAM DE REVEL,1061.0,2019,Holsteiner Verband,276421000360719,,1622124.0,1,,False
14,2460516,DJANGO,,,,,,26.0,DESIRAO XX,211244.0,SORAYA,2460515.0,FBW LACANDO DE L,528923.0,2019,Baden Württemberg - Pferdezuchtverband ,276373730501619,,1622050.0,0,,False
15,2460486,AWESOME VAN WWW.OLLAND.BIZ,AWESOME VAN WWWOLLANDBIZ,AWESOME VAN WWW OLLAND BIZ,,,,7.0,ADSL VAN WWW.OLLAND.BIZ,1969512.0,COCO,1814733.0,VERDI TN,43162.0,2019,Anglo European Studbook,826002190885881,,1622020.0,0,,False
16,2460484,C,,,,,,60.0,CHACGRANO,1673133.0,LONDON'S STAKKI PS,2359122.0,GLOCK'S LONDON,117863.0,2019,Oldenburg International,276418185063019,,1622018.0,1,,False
17,2460464,DAIANA DU MAS D'EOLE Z,,,,,,5.0,DUNHOWEN DU HAS,1858083.0,CLOVER-QUEEN Z,1973987.0,COOPER VAN DE HEFFINCK,175320.0,2019,Zangersheide,056015Z55411419,,1621987.0,2,,False
18,2460463,OILILY,,,,,"D-OC, Elite, IBOP(spr)",1.0,NUMERO DUE,670385.0,WILHELMINA,142708.0,KORIANDER,1449.0,2019,KWPN (Royal Dutch Sporthorse),528003201901169,,1621984.0,2,,False
19,2460459,DOUGLAS DU MAS D'EOLE Z,DOUGLAS DU MAS D EOLE Z,DOUGLAS DU MAS DEOLE Z,,,,5.0,DARIUS DU KASAI,1630284.0,HOTESSE DU MAS D'EOLE,1736053.0,DIABEAU VAN DE HEFFINCK,117866.0,2019,Zangersheide,056015Z55411119,,1621977.0,1,,False
20,2460455,OUR TOTO,,,,,,1.0,TRAFALGAR,1683966.0,GOODLOOKING DAZA,678298.0,ROUSSEAU,2640.0,2019,KWPN (Royal Dutch Sporthorse),528003201906745,,1621970.0,0,,False
21,2460450,DAKOTA'S DIAMOND Z,DAKOTA S DIAMOND Z,DAKOTAS DIAMOND Z,,,,5.0,DUNHOWEN DU HAS,1858083.0,IKIARA DIAMOND DE SCLEF,2460448.0,CICERO Z VAN PAEMEL,45370.0,2019,Zangersheide,056015Z55411519,,1621959.0,2,,False
22,2460444,D,,,,,,60.0,DIARON OLD,1682523.0,CHADERA,2375928.0,CHACCO-BLUE,118901.0,2019,Oldenburg International,276418185027719,,1621939.0,0,,False
23,2460415,T-CORNET DP,,,,,,426.0,CORNET OBOLENSKY,34480.0,CEROLINE,2459350.0,CASTELAN II,596401.0,2019,Onbekend,,,1621889.0,1,,False
24,2460403,LUMPI,,,,,,60.0,LOVELESS,1587596.0,W-GJANJE,502348.0,GRAF GRANNUS,15136.0,2019,Oldenburg International,276418180362519,,1621762.0,0,,False
25,2460400,LILLET,,,,,,60.0,ORIGI D'O,1661292.0,MERLE V,502346.0,MARLO,21048.0,2019,Oldenburg International,276418180529819,,1621759.0,2,,False
26,2460348,C,,,,,,60.0,CLEAR HEART,1756425.0,STAKKANDILA,2460343.0,STAKKATOL,285812.0,2019,Oldenburg International,276418185023519,,1621663.0,0,,False
27,2460312,C,,,,,,60.0,CONTHARGOS,396837.0,CHACCDELLA,2340662.0,CHACCO-BLUE,118901.0,2019,Oldenburg International,276418180017019,,1621576.0,1,,False
28,2460287,C,,,,,,43.0,CAROLY,724011.0,CHACCONETTE,2072427.0,CHACCO-BLUE,118901.0,2019,Mecklenburg,276427270207419,,1621516.0,1,,False
29,2460248,CICERO,,,,,,443.0,LE DUC,2046024.0,CYGANERIA,2460244.0,LIMASOL,531808.0,2019,Polski kon sportowy,616009610216419,,1621436.0,0,,False
30,2460247,CAREWNA,,,,,,116.0,CYRILL,1969606.0,CYGANKA,1846529.0,ELLIOT,145984.0,2019,Deutsches Sportpferd,276456560396219,,1621429.0,2,,False
31,2460200,CARPE DIEM,,,,,,443.0,DILMAR,1833891.0,CARIA,2373785.0,TALENT CHARBONIERE,270684.0,2019,Polski kon sportowy,616009520014619,,1621228.0,0,,False
32,2460199,VANCOUVER BLUE,,,,,,13.0,VANCOUVER D'AUVRAY,39316.0,AIRLINE Z,2460196.0,ASCA Z,83989.0,2019,Westfälisches Pferdestammbuch e.V.,276441411220719,,1621227.0,0,,False
33,2460166,ELLE VAN EECKELGHEM Z,,,,,,5.0,ELDORADO VAN DE ZESHOEK TN,174917.0,DIJON D' INTRO Z,2211264.0,DENZEL V'T MEULENHOF,540375.0,2019,Zangersheide,056015Z55651819,,1621195.0,2,,False
34,2460137,CORSALL,,,,,,80.0,CORNETTINO ASK,1533022.0,GABRIELLA,685525.0,ALICANTE,73332.0,2019,Norwegian Warmblood Association,,,1621128.0,1,,False
35,2460134,BOHEMIAN RHAPSODYX,,,,,,513.0,CASALLCO,699923.0,BRIXSIA,121142.0,CONCORDE,525.0,2019,Sella Italiano,,,1621125.0,0,,False
36,2460001,CON LADY,,,,,,6.0,HICKSTEAD WHITE,1678184.0,CON GIRL,723645.0,CON CAPITOL,29587.0,2019,Oldenburger Verband,,,1620691.0,2,,False
37,2459985,SAUVAGE DES BIARDS CH,,,,,,29.0,WIVEAU M,87783.0,ONAIA DES BIARDS,403093.0,GUN DU MESNIL DAN,299830.0,2019,Swiss Warmblood (Zuchtverband CH-Sportpferde),756018001147150,,1620667.0,1,,False
38,2459972,DUA LIPA Z,,,,,,5.0,DON VHP Z N.O.P.,655537.0,TIVOLI,1574847.0,ROSSINI,10519.0,2019,Zangersheide,056015Z55326719,,1620655.0,2,,False
39,2459938,CASALINA,,,,,,2.0,CASALL,49609.0,A-CASSINA I,1570839.0,CASSINI I,443.0,2019,Holsteiner Verband,276421000527819,,1620589.0,2,,False
40,2459934,THE LADY RSH,,,,,,4.0,TANGELO VAN DE ZUUTHOEVE,2723.0,JALVARA,2275148.0,CALVARO Z,25365.0,2019,BWP (Belgium Warmblood),056002W00324664,,1620565.0,2,,False
41,2459917,TRES JOLIE VH MOLENHOF,TRES JOLIE VAN HET MOLENHOF,,,,,4.0,NIXON VAN 'T MEULENHOF,1656408.0,FORT AMOUR VH MOLENHOF Z,1851136.0,FOR PLEASURE,15154.0,2019,BWP (Belgium Warmblood),056002W00322514,,1620494.0,2,,False
42,2459894,SN RAFIKI,,,,,,23.0,ROMEO,1492989.0,DALIA,2459885.0,DANCIER,98938.0,2019,Danish Warmblood,208333DW1902499,,1620422.0,1,,False
43,2459870,FOX DU KESKE Z,,,,,,5.0,FOREVER D'ARCO TER LINDEN,266577.0,LAERTE DU KESKE,2141869.0,LE DIAMANT HORTA,667521.0,2019,Zangersheide,056015Z55348919,,1620352.0,0,,False
44,2459853,HEDGEFUND DE JARSAY Z,,,,ZANG,,5.0,HORTAXE DU SEIGNEUR,1771495.0,REDBUTERFLY DE JARSAY,1958302.0,PAPILLON ROUGE,1074.0,2019,Zangersheide,25000119710347J,,,0,,False
45,2459852,JUMP OFF DK,,,,ZANG,,10.0,MYLORD CARTHAGO,102258.0,VIALOTTA D'ICK,487193.0,DIAMANT DE SEMILLY,33956.0,2019,Selle Francais,25000119399498N,,,0,,False
46,2459849,TRACY,,,,,,4.0,LEANDRO VG,1557014.0,WOKINA,2159928.0,JOKINAL DE BORNIVAL,7225.0,2019,BWP (Belgium Warmblood),056002W00334536,,1620304.0,2,,False
47,2459822,COM CERENA SB Z,,,,,,5.0,COMILFO PLUS Z,727565.0,CERENA SB,209546.0,CONTENDRO I,8783.0,2019,Zangersheide,056015Z55598819,,1620967.0,2,,False
48,2459813,TITSKE VAN HET GRENSKE,,,,,,4.0,ZIROCCO BLUE VDL,170812.0,JITSKE.S,1499337.0,KASHMIR VAN SCHUTTERSHOF,34784.0,2019,BWP (Belgium Warmblood),056-002-W00321632,,,2,,False
49,2459800,OPHRAH M,,,,,VB,1.0,VERDI TN,43162.0,SIENNA I,553708.0,CARDINO,56295.0,2019,KWPN (Royal Dutch Sporthorse),528003201908671,,,2,,False
50,2459798,PARFAIT D'AMOUR Z,PARFAIT D AMOUR Z,PARFAIT DAMOUR Z,,,,5.0,PARFAIT VAN HET SCHAECK,1969459.0,EVITA,452436.0,CONTADOR,267147.0,2019,Zangersheide,056015Z55338319,,,1,,False
51,2459764,ORONA C,,,,,,1.0,ILSON,1975358.0,VERONA H,154561.0,INSPEKTEUR,3036.0,2019,KWPN (Royal Dutch Sporthorse),528003201908847,,,2,,False
52,2459700,I-NATHALIE,I NATHALIE,INATHALIE,,,,13.0,NARTAGO,101731.0,I-CATHARINA,2459698.0,CONTHARGOS,396837.0,2019,Westfälisches Pferdestammbuch e.V.,276441410981119,,,2,,False
53,2459536,DON CHAP Z,,,,,,5.0,DOMINATOR Z,1684104.0,CAPRICE,2459528.0,CHAP I,359513.0,2019,Zangersheide,056015Z55218319,,,0,,False
54,2459346,JAFRANE DE CHALUSSE,,,,,,10.0,UNTOUCHABLE,46156.0,PRUNE DE CHALUSSE,1647082.0,VIGO D'ARSOUILLES,69655.0,2019,Selle Francais,25000119389988A,,1620219.0,2,,False
55,2459314,HERCULES VALMAR,,,,,,437.0,SPARTACUS TN,380926.0,ELFRIEDE MORGENSTER,1495549.0,CANTURANO I,83992.0,2019,Chile: Libro Studbook de Chile,,,1620177.0,1,,False
56,2459068,JIVA DE RAVEL,,,,,,10.0,OGRION DES CHAMPS,145969.0,URVANA DE RAVEL,1724668.0,LE TOT DE SEMILLY,8832.0,2019,Selle Francais,25000119356760S,,1619801.0,2,,False
57,2458923,COQUETTE VAN DE BEGIJNAKKER Z,,,,,,5.0,CONTHARGOS,396837.0,I FLYING SMOOTH Z,2284841.0,INDOCTRO,1937.0,2019,Zangersheide,056015z55546919,,1619381.0,2,,False
58,2458916,HECTOR VAN DE HOLSTEEN,,,,,,5.0,SCUDERIA 1918 HALIFAX VAN HET KLUIZEBOS,517369.0,MIRA VAN HET KUNSELHOF,1545242.0,VIGO D'ARSOUILLES,69655.0,2019,Zangersheide,056015Z55595319,,1619329.0,1,,False
59,2458854,TEQUILA,,,,,,4.0,MARACANA,1958422.0,RUBINETTE,253970.0,RUBINSTEIN I,2200.0,2019,BWP (Belgium Warmblood),056-002-W00322274,,1619215.0,2,,False
60,2458712,HOLLY DOLLY VAN DE HOLSTEEN Z,,,,,,5.0,SCUDERIA 1918 HALIFAX VAN HET KLUIZEBOS,517369.0,MIRA VAN HET KUNSELHOF,1545242.0,VIGO D'ARSOUILLES,69655.0,2019,Zangersheide,056015Z55595419,,1619054.0,2,,False
61,2458710,CLEO VAN DE HOLSTEEN Z,,,,,,5.0,CORYDON VAN T&L,1588453.0,LIRENCO VAN 'T KIEVELD,709103.0,VIGO D'ARSOUILLES,69655.0,2019,Zangersheide,056015Z55595519,,1619051.0,2,,False
62,2458707,CORNEEL VAN DE HOLSTEEN,,,,,,5.0,CORYDON VAN T&L,1588453.0,LIRENCO VAN 'T KIEVELD,709103.0,VIGO D'ARSOUILLES,69655.0,2019,Zangersheide,056015Z55595619,,1619047.0,1,,False
63,2458695,AMON VAN DE HOLSTEEN Z,,,,,,5.0,AKTION PUR Z,48638.0,JAMAICA ST. GHYVAN,463194.0,QUIDAM DE REVEL,1061.0,2019,Zangersheide,056015Z55552719,,1619035.0,1,,False
64,2458684,ODILIO AL,,,,,D-OC,1.0,FERDINAND,1540319.0,KATHO,2169276.0,NEGRO,1981.0,2019,KWPN (Royal Dutch Sporthorse),528003201910180,,1619023.0,0,,False
65,2458674,SUPERB,,,,,,12.0,SECRET,1900091.0,DESIREE,1683800.0,DE NIRO,3254.0,2019,Hannoveraner Verband e.V,276431310120319,,1619013.0,2,,False
66,2458610,JOYCE DU GOLFE,,,,,,10.0,MYLORD CARTHAGO,102258.0,FIRENZE VAN HET WATERSCHOOT,1783209.0,QUERLYBET HERO,12781.0,2019,Selle Francais,25000119385867E,,1618861.0,2,,False
67,2458606,CAJESCA,,,,,,116.0,IOWA VDL,1477721.0,CANDIDA,2458607.0,ACORUS,268222.0,2019,Deutsches Sportpferd,276455550426319,,1618854.0,2,,False
68,2458599,JAITRO D'OUILLY,JAITRO D OUILLY,JAITRO DOUILLY,,,,10.0,DIAMANT DE SEMILLY,33956.0,FAST D'OUILLY,2458598.0,ARKO III,3421.0,2019,Selle Francais,25000119710784J,,1618847.0,0,,False
69,2458595,JOY D'OUILLY,JOY D OUILLY,JOY DOUILLY,,,,10.0,DOLLAR DU ROUET,1859286.0,FORTUNA D'OUILLY,2116842.0,QLASSIC BOIS MARGOT,462223.0,2019,Selle Francais,25000119386082W,,1618843.0,2,,False
70,2458589,JABADAO SAINT PAER,,,,,,10.0,QUERLYBET HERO,12781.0,SAPPHO D'OUILLY,1618662.0,QUAPRICE BOIS MARGOT,56610.0,2019,Selle Francais,25000119390206N,,1618837.0,0,,False
71,2458582,JASMINE D'OUILLY,JASMINE D OUILLY,JASMINE DOUILLY,,,,10.0,UNTOUCHABLE,46156.0,OSIRIS D'OUILLY,692379.0,QUICK STAR,2179.0,2019,Selle Francais,25000119386457N,,1618830.0,2,,False
72,2458577,JAREB D'OUILLY,JAREB D OUILLY,JAREB DOUILLY,,,,10.0,MYLORD CARTHAGO,102258.0,CASSIOPEE D'OUILLY,2458576.0,LANDO,96473.0,2019,Selle Francais,25000119710785H,,1618825.0,0,,False
73,2458571,JEWEL D'OUILLY,JEWEL D OUILLY,JEWEL DOUILLY,,,,10.0,DIAMANT DE SEMILLY,33956.0,TEFNOUT D'OUILLY,742191.0,POOR BOY,8030.0,2019,Selle Francais,25000119710816Z,,1618819.0,0,,False
74,2458569,JUPITER D'OUILLY,JUPITER D OUILLY,JUPITER DOUILLY,,,,10.0,MYLORD CARTHAGO,102258.0,EVE D'OUILLY,2227934.0,QLASSIC BOIS MARGOT,462223.0,2019,Selle Francais,25000119392224U,,1618817.0,0,,False
75,2458543,TONY STARK,,,,,,13.0,TALLMANN TN,1625204.0,LA TAKKATA-KL,1856219.0,CASIRO I,124100.0,2019,Westfälisches Pferdestammbuch e.V.,,,1618693.0,1,,False
76,2458423,OTIS BLUE-RIJKE,OTIS BLUE RIJKE,,,,"D-OC, prok",1.0,ZIROCCO BLUE VDL,170812.0,FADORIJKE,590018.0,BOSS,366962.0,2019,KWPN (Royal Dutch Sporthorse),528003201905489,,1618570.0,2,,False
77,2458411,BAD BOY CRAZY Z,,,,,,5.0,BRUNETTI Z,1680067.0,RIVIERA CREOLE,1717810.0,QUIDAM DE REVEL,1061.0,2019,Zangersheide,25000119376089H,,1618558.0,0,,False
78,2458377,KING OF HEART,,,,,,8.0,TOUCH MY HEART,735506.0,KARVINA,1638521.0,COURACIUS,126518.0,2019,Trakehner,,,1618530.0,1,,False
79,2458353,ZUCLANDA,,,,,,443.0,LARRON,257708.0,ZISZA'LANKA,2458351.0,ZUCCA,239130.0,2019,Polski kon sportowy,616009670026819,,1618447.0,2,,False
80,2458348,SERUPGAARDS FLOR DE CANA,,,,,,23.0,FIDERTANZ,45313.0,DAIQUIRI,382325.0,JAZZ,1186.0,2019,Danish Warmblood,208333DW1902191,,1618437.0,2,,False
81,2458335,JARPEGGIO DE KERGANE,,,,SF,,10.0,EOTHYMM DE KERGANE,1872189.0,PAVINIA DE KERGANE,1660969.0,ELAN DE LA COUR,98401.0,2019,Selle Francais,25000119379421L,,1618380.0,0,,False
82,2458334,JUMPY DE LA MESLOIRE,,,,SF,,10.0,MONTENDER,6449.0,LUMIERE DU BRUN,2458333.0,ROSIRE,47056.0,2019,Selle Francais,25000119395478H,,1618377.0,0,,False
83,2458330,JENTLEMAN DE BELHEME,,,,SF,,10.0,VAGABOND DE LA POMME,102212.0,SOUDAINE DU MONTET,1898775.0,CORNET OBOLENSKY,34480.0,2019,Selle Francais,25000119401073B,,1618373.0,0,,False
84,2458329,JACKPOT D ELBE,,,,SF,,10.0,CONNOR,357845.0,GIRL D'ELBE,159730.0,ALFA D'ELLE,83698.0,2019,Selle Francais,25000119362135A,,1618372.0,0,,False
85,2458328,JIM DE BREKKA,,,,SF,,10.0,EMERALD VAN 'T RUYTERSHOF,196504.0,ELYRIA DE BREKKA,2294981.0,DAYTON SITTE,753656.0,2019,Selle Francais,25000119377068T,,1618371.0,0,,False
86,2458327,JAZZ COT CHAT,,,,SF,,10.0,CLASSIC ORANGE Z,1958457.0,OBONNY DES HAYETTES,1682130.0,BANBOULA DU THOT,143694.0,2019,Selle Francais,25000119383611G,,1618370.0,0,,False
87,2458326,JAKARTA D'AIGUILLY,,,,SF,,10.0,DIAMANT DE SEMILLY,33956.0,UTAH D'AIGUILLY,1762189.0,KASHMIR VAN SCHUTTERSHOF,34784.0,2019,Selle Francais,25000119382167B,,1618369.0,0,,False
88,2458325,JAGUAR DES JOANINS,,,,SF,,10.0,KANNAN GFE,42058.0,ESHA MAIL,1649121.0,IOWA 960,6833.0,2019,Selle Francais,25000119348866Y,,1618368.0,0,,False
89,2458324,JIMBAHO DES GREVIS,,,,SF,,10.0,EMERALD VAN 'T RUYTERSHOF,196504.0,OLYMPE DE COQUERIE,351931.0,HEARTBREAKER,1002.0,2019,Selle Francais,25000119377075L,,1618366.0,0,,False
90,2458322,JAHZ DES AULNES,,,,SF,,10.0,QLASSIC BOIS MARGOT,462223.0,DIVA DU MONT,753765.0,ORLANDO,6939.0,2019,Selle Francais,25000119396380C,,1618364.0,0,,False
91,2458321,J'ACCUSE BOISMARGOT,J ACCUSE BOISMARGOT,JACCUSE BOISMARGOT,,SF,,10.0,QLASSIC BOIS MARGOT,462223.0,ROSEE DE LA HAYE,1743201.0,QUAPRICE BOIS MARGOT,56610.0,2019,Selle Francais,25000119396367R,,1618363.0,0,,False
92,2458320,JOLLY BOY DES ETANGS,,,,SF,,10.0,MYLORD CARTHAGO,102258.0,FLEURDESEL DES ETANGS,2294155.0,CON AIR,75358.0,2019,Selle Francais,25000119400427D,,1618362.0,0,,False
93,2458301,ODURA S,,,,,,1.0,HOTSPOT,1684294.0,SONCORDA,225901.0,CONCORDE,525.0,2019,KWPN (Royal Dutch Sporthorse),528003201903755,,1618343.0,2,,False
94,2458227,O,,,,,,1.0,FONTAINE TN,1916233.0,GILLA,698984.0,WYNTON,86568.0,2019,KWPN (Royal Dutch Sporthorse),528003201910656,,1618154.0,2,,False
95,2458207,JOLLY JUMPEUSE,,,,,,10.0,ALDO DU PLESSIS,1660663.0,QUALITY D'AIX,1978771.0,FOR PLEASURE,15154.0,2019,Selle Francais,25000119337969S,,1618115.0,2,,False
96,2458200,HONOLULU VH MOLENHOF Z,HONOLULU VAN HET MOLENHOF Z,,,,,5.0,HEARTBEAT,124388.0,CHARMANT-MILTOO Z,440296.0,CONCORDE,525.0,2019,Zangersheide,056015Z55144219,,1618104.0,2,,False
97,2458156,DARKSITTE,,,,,,513.0,KSAR-SITTE,47184.0,DARIA DELLA CACCIA,168516.0,LACANTUS,37280.0,2019,Sella Italiano,,,1617944.0,0,,False
98,2458121,CLAIRE VAN DE HOLSTEEN Z,,,,,,5.0,COMME IL FAUT,285153.0,FLORENTINE VAN HET KUNSELHOF,585330.0,CHATMAN,40816.0,2019,Zangersheide,056015Z55654619,,1617822.0,2,,False
99,2458106,ALASKA,,,,,,8.0,KENTUCKY,479929.0,ALLER FEINSTE,1734410.0,HERBSTBACH,255296.0,2019,Trakehner,,,1617779.0,2,,False
100,2458101,THELMA DM,,,,,,4.0,DUCATI VAN SCHUTTERSHOF,736702.0,JUICE VAN SCHUTTERSHOF,2276255.0,CORNET OBOLENSKY,34480.0,2019,BWP (Belgium Warmblood),056002W00321903,,1617774.0,2,,False
101,2458085,CHACCO KIDDO,,,,,,60.0,CHACCO BLUE II,1823880.0,SOLARA,1809304.0,COME ON,2903.0,2019,Oldenburg International,,,1617754.0,1,,False
102,2458037,OMEGA BRIDGE,,,,,VB,1.0,GLOBAL EXPRESS VDL,1595825.0,FURIELLA BRIDGE S,1570154.0,CORLAND,4.0,2019,KWPN (Royal Dutch Sporthorse),528003201907381,,1617697.0,2,,False
103,2458034,ODAIRE,ODAÏRE,,,,,1.0,JARDONNAY VDL,1886243.0,DAIRE,685219.0,VIGARO,148828.0,2019,KWPN (Royal Dutch Sporthorse),528003201908001,,1617694.0,2,,False
104,2457991,O-JICOLE M,O JICOLE M,OJICOLE M,,,VB,1.0,JENSSEN VDL,1886226.0,JICOLE M,2037175.0,BALTIC VDL,365948.0,2019,KWPN (Royal Dutch Sporthorse),528003201901691,,1617647.0,2,,False
105,2457988,DER KAISER DE SPALBEC Z,,,,ZANG,,5.0,DIAMANT DE SEMILLY,33956.0,CATCH - CHINA Z,1649478.0,CALVADOS Z,148715.0,2019,Zangersheide,056015Z55490319,,1617643.0,0,,False
