,id,name,alias1,alias2,alias3,gek,predicates,studbookId,father,fatherId,mother,motherId,fatherOfMother,fatherOfMotherId,year,studbook,reg,fei,redId,sex,chipnumber,isDeceased
369,2426836,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319107.0,0,,False
370,2426745,HARRIS PARK EINSTEIN,,,,,,85.0,HPW EMMETT RW,1675502.0,RAUTAI'S PRINCESS XX,2014626.0,KING RAUTAI XX,2014618.0,2019,Australian Warmblood Horse Association,,,1316853.0,0,,False
371,2426717,RIA BELLA PROOSTHOF,,,,,,7.0,RICHEBOURG,13609.0,PIA BELLA PROOSTHOF Z,1797216.0,POLLUX DE MUZE Z,708281.0,2019,Anglo European Studbook,,,1315684.0,2,,False
372,2426716,HELENA 111,,,,,,7.0,EL BARONE 111 Z,1551979.0,HADICHA VAN DE MARSWEG,1594837.0,CHATMAN,40816.0,2019,Anglo European Studbook,826002190886872,,1315683.0,2,,False
373,2426664,CHURCHILL,,,,,,60.0,CANTURO,21910.0,,,,,2019,Oldenburg International,DE418181085319,,1313568.0,0,,False
374,2426610,ENTRE NOUS EDC Z,,,,,,5.0,EMERALD VAN 'T RUYTERSHOF,196504.0,JERICHO,1722527.0,ECHO VAN HET NEERENBOSCH,174460.0,2019,Zangersheide,056015Z55208919,,1312211.0,0,,False
375,2426609,ENTRE NOUS EDC Z,,,,,,5.0,EMERALD VAN 'T RUYTERSHOF,196504.0,JERICHO,1722527.0,ECHO VAN HET NEERENBOSCH,174460.0,2019,Zangersheide,056015Z55208919,,1312210.0,0,,False
376,2426556,TWERLY THEODOOR123,,,,,,5.0,TWISTER DE LA POMME,496677.0,NEW BALANCE VAN 'T MEULENHOF,2009600.0,ELVIS TER PUTTE,175041.0,2019,Zangersheide,056015Z55019319,,1310908.0,0,,False
377,2426544,OMAR BRADLEY,,,,,,1.0,JUST WIMPHOF,1635374.0,DIADEEM L,584830.0,GRIBALDI,937.0,2019,KWPN (Royal Dutch Sporthorse),528003201903647,,1310823.0,0,,False
378,2426539,CHECK GETRICIA VAN BEEK,,,,,,5.0,VIVA LA VIDA Z,1969790.0,GETRICIA I,636199.0,HOS D'O,510908.0,2019,Zangersheide,,,1310735.0,2,,False
379,2426538,OPUS INCERTUM DES ANGES,,,,,,1.0,HABANNA,1773198.0,JERIANA,1903573.0,ROUSSEAU,2640.0,2019,KWPN (Royal Dutch Sporthorse),528003201910223,,1310718.0,2,,False
380,2426535,ORAKELS PROMISE JV,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1310681.0,0,,False
381,2426493,JETJE VAN HETJE,,,,,,117.0,TOTILAS,162411.0,MARIETJE,402390.0,GERARD,111111.0,2019,Belgian Warmblood Breeding Association USA,,,1309814.0,2,,False
382,2426468,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201909427,,1308876.0,2,,False
383,2426453,OSAKA,,,,,,7.0,HEMMINGWAY,2994.0,VANESSA II DE LAUZELLE,196441.0,SKIPPY II,2676.0,2019,Anglo European Studbook,,,1308460.0,2,,False
384,2426414,CHACOLETTA DZ,,,,,,13.0,CHACFLY PS,1861501.0,LACRIMA DE LA JAY,2032172.0,LAMOUREUX I,115262.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410874919,,1308160.0,2,,False
385,2426375,ONBEK,,,,,,426.0,,,,,,,2019,Onbekend,,,1307763.0,0,,False
386,2426325,CHECK,,,,,,12.0,CORNET OBOLENSKY,34480.0,AMSEL,2426317.0,ARPEGGIO,34427.0,2019,Hannoveraner Verband e.V,276431316763519,,1620621.0,1,,False
387,2426310,FERENTANO B,,,,,,13.0,FÜRST SAMARANT,1958401.0,RAMONA,2426229.0,RATIONAL,729169.0,2019,Westfälisches Pferdestammbuch e.V.,276441410994219,,1620618.0,1,,False
388,2426275,EMBRYO OUT OF HER GENUIS BY VIVINO,,,,,,7.0,VIVINO,2020907.0,,,,,2019,Anglo European Studbook,,,1305543.0,2,,False
389,2426253,OMAR,,,,,,1.0,MARLON,1764.0,WILDA,3616.0,RIGOLETTO,877.0,2019,KWPN (Royal Dutch Sporthorse),,,1305242.0,0,,False
390,2426251,MR JOKO,,,,,,468.0,,,,,,,2019,New Zealand Hanoverian Society,,,1305101.0,0,,False
391,2426248,Q-VERDITINO,,,,,,1.0,VERDI TN,43162.0,V-MONA LISA,1920397.0,CARETINO,481.0,2019,KWPN (Royal Dutch Sporthorse),,,1305066.0,0,,False
392,2426235,OZIRGINIA,,,,,,1.0,DAILY DIAMOND,1662132.0,ZIRGINIA,152421.0,SCANDIC,6981.0,2019,KWPN (Royal Dutch Sporthorse),,,1304797.0,2,,False
393,2426230,ZSA ZSA DONNA,,,,,,13.0,ZINEDREAM,1873067.0,LADY SPEZI,1870642.0,LORD PEZI,81965.0,2019,Westfälisches Pferdestammbuch e.V.,,,1620616.0,2,,False
394,2426217,PROMISED GIRL SAM,,,,,,1.0,POMMEROL DE MUZE,1969485.0,AMAZING GIRL,320476.0,DOLLAR DU MURIER,54871.0,2019,KWPN (Royal Dutch Sporthorse),,,1304155.0,2,,False
395,2426161,MAGIC-STAR,,,,,,2.0,TALOUBET Z,85845.0,KAROLINE I,85297.0,COR DE LA BRYERE,6.0,2019,Holsteiner Verband,,,1302280.0,2,,False
396,2426146,JACQUELINE,,,,,,519.0,HEILINE'S ZANZIER,1586742.0,JUKA,2081252.0,HINDUS,2081251.0,2019,Polish Half Bred Horse (SP),,,1301675.0,2,,False
397,2426145,JACQUELINE,,,,,,519.0,HEILINE'S ZANZIER,1586742.0,,,,,2019,Polish Half Bred Horse (SP),,,1301669.0,50,,False
398,2426138,BERONA MB Z,,,,,,5.0,BAMAKO DE MUZE,272900.0,JERONA,1925693.0,HARLEY VDL,21517.0,2019,Zangersheide,056015Z55283019,,1301170.0,2,,False
399,2426132,OONAH DINE TF,,,,,,1.0,FÜRST JAZZ,1586603.0,ZAFRADINE,172454.0,AMIDOU,105686.0,2019,KWPN (Royal Dutch Sporthorse),528003201900360,,1300684.0,2,,False
400,2426088,HERONA CZ Z,,,,,,5.0,HEARTBEAT,124388.0,COLANDA C,531563.0,IRCOLANDO,9931.0,2019,Zangersheide,056015Z55164819,,1298390.0,2,,False
401,2426035,ONBEK,,,,,,,,,,,,,2019,,,,1296577.0,0,,False
402,2426027,TALINE VAN DE PEERDEBLOOK,,,,,,4.0,DON VHP Z N.O.P.,655537.0,INSELLIEBE V/D PEERDEBLOOK,324691.0,CLEARWAY,72434.0,2019,BWP (Belgium Warmblood),,,1296123.0,2,,False
403,2425989,OVANTA,,,,,,1.0,FOR FERRERO,1614426.0,COVANTA,228932.0,OSCAR,2281.0,2019,KWPN (Royal Dutch Sporthorse),528003201900417,,1294775.0,2,,False
404,2425981,SALKANTAY SBE,,,,,,6.0,DEMIREL 2,409565.0,DIAMAND,2017699.0,DEMIREL 2,409565.0,2019,Oldenburger Verband,,,1294699.0,0,,False
405,2425979,ORDANDO,,,,,,1.0,JOHNSON,43580.0,ROXCELLA,42228.0,GRIBALDI,937.0,2019,KWPN (Royal Dutch Sporthorse),528003201902739,,1294621.0,0,,False
406,2425966,OKILLY B,,,,,,1.0,UNTOUCHED,484828.0,MOKILLY D Z,1806234.0,MR. BLUE,1885.0,2019,KWPN (Royal Dutch Sporthorse),528003201900068,,1294075.0,2,,False
407,2425960,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201901812,,1293799.0,2,,False
408,2425945,BOUNTY,,,,,,7.0,BEST OFF UNIEK Z,2042120.0,DOLLY,2062723.0,DAKAR TN,318077.0,2019,Anglo European Studbook,,,1293072.0,0,,False
409,2425923,ORANGINI VAN DE NETHE,,,,,,1.0,VITALIS,231342.0,FENDI,1569001.0,BORDEAUX,364438.0,2019,KWPN (Royal Dutch Sporthorse),,,1292429.0,2,,False
410,2425918,THE BEST IS D'ACHRONTE,,,,,,515.0,CASALL,49609.0,THE MASTER PIECE D'ACHERONTE,751295.0,CHIN CHIN,2361.0,2019,Sella Italiano UNIRE,,,1292228.0,0,,False
411,2425910,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201905977,,1292005.0,2,,False
412,2425905,PRESTIGE PS Z,,,,,,5.0,PEGASE VAN 'T RUYTERSHOF,1969457.0,VERONIQUE D,1728093.0,VA-VITE,42372.0,2019,Zangersheide,,,1291924.0,0,,False
413,2425899,OKLAHOMA PAULOWNA,,,,,,1.0,POKER DE MARIPOSA TN,1969522.0,CALIFORNIE-S Z,71860.0,CARTHAGO,2441.0,2019,KWPN (Royal Dutch Sporthorse),,,1291656.0,2,,False
414,2425887,ONBEK,,,,,,,,,,,,,2019,,,,1291197.0,2,,False
415,2425882,ORCHIDEE VANKLUIZERHEIDE,,,,,,1.0,BLUE HORS FARRELL,638374.0,DALIDA VAN PAEMEL,1535672.0,DE NIRO,3254.0,2019,KWPN (Royal Dutch Sporthorse),528003201904189,,1291099.0,2,,False
416,2425880,ONBEK,,,,,,,,,,,,,2019,,,,1291089.0,2,,False
417,2425854,TUMBLR,,,,,,5.0,TANGELO VAN DE ZUUTHOEVE,2723.0,GOOGLE VAN HET DOORNHOF,337122.0,ORLANDO,6939.0,2019,Zangersheide,,,1290090.0,0,,False
418,2425853,TUMBLR,,,,,,5.0,TANGELO VAN DE ZUUTHOEVE,2723.0,GOOGLE VAN HET DOORNHOF,337122.0,ORLANDO,6939.0,2019,Zangersheide,,,1290089.0,0,,False
419,2425851,OTUMPA PM,,,,,,1.0,,,CHANEL,1876211.0,DAREDEVIL,48482.0,2019,KWPN (Royal Dutch Sporthorse),,,1290033.0,2,,False
420,2425845,DARIA TP,DARIA,,,,,1.0,DIAMANT DE SEMILLY,33956.0,K.BALOUBETTA TP,1725679.0,BALOUBET DU ROUET,2859.0,2019,KWPN (Royal Dutch Sporthorse),,,1289874.0,2,,False
421,2425836,D,,,,,,,DIAMANTE FINO,1706299.0,ELSA,206915.0,LASANDOS,14392.0,2019,,,,1289716.0,1,,False
422,2425810,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1289169.0,0,,False
423,2425807,ONBEK,,,,,,12.0,,,,,,,2019,Hannoveraner Verband e.V,,,1289064.0,0,,False
424,2425799,DARIA TP,DARIA,,,,,1.0,DIAMANT DE SEMILLY,33956.0,K.BALOUBETTA TP,1725679.0,BALOUBET DU ROUET,2859.0,2019,KWPN (Royal Dutch Sporthorse),,,1288689.0,2,,False
425,2425789,ONBEK,DARIA TP,,,,,,,,,,,,2019,,,,1288518.0,2,,False
426,2425787,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1288379.0,2,,False
427,2425784,ORCHIDEE,,,,,,1.0,KENSINGTON ES,1775702.0,RHEA,2060036.0,RODERICH,15509.0,2019,KWPN (Royal Dutch Sporthorse),528003201904173,,1288213.0,0,,False
428,2425723,CARY Z,,,,,,5.0,CRACK,1535512.0,T-CORANDORRA,141087.0,CORRADO II,38431.0,2019,Zangersheide,,,1287064.0,0,,False
429,2425722,ONBEK,,,,,,426.0,,,,,,,2019,Onbekend,,,1286983.0,0,,False
430,2425711,ONBEK,,,,,,10.0,,,,,,,2019,Selle Francais,,,1286723.0,0,,False
431,2425700,TOBERLINA B,,,,,,4.0,TORNADO,4670.0,IBERLINA RV,1567397.0,DENZEL V'T MEULENHOF,540375.0,2019,BWP (Belgium Warmblood),,,1286515.0,2,,False
432,2425698,OLYVIA MFF,,,,,,24.0,FINDUS,1477800.0,RALMA,220839.0,INDOCTRO,1937.0,2019,KWPN North America,,,1286455.0,2,,False
433,2425681,OBSIDIAN NW,,,,,,1.0,EBONY,584451.0,DIWANDA,1489805.0,FLORENCIO I,6935.0,2019,KWPN (Royal Dutch Sporthorse),528003201903436,,1285817.0,0,,False
434,2425680,AARHOF'S COLORITO,,,,,,29.0,COLORE,465392.0,AARHOF'S INDIRA,1779162.0,INDOCTRO,1937.0,2019,Swiss Warmblood (Zuchtverband CH-Sportpferde),,,1285780.0,0,,False
435,2425677,ODIE,,,,,,1.0,FÜRST JAZZ,1586603.0,ILABANDA,1572845.0,CONTANGO,6551.0,2019,KWPN (Royal Dutch Sporthorse),201901305,,1285686.0,0,,False
436,2425676,WINNIE PS,,,,,,3.0,PAINTED PRIDE,1901196.0,PMF NIKITA,2066019.0,PALOUSA-STURDY FELLOW,2066016.0,2019,NRPS,528008201900018,,1285669.0,2,,False
437,2425673,JOLIE MERVEILLE DE NEROLI,,,,,,10.0,BIG STAR,240686.0,CHIARA D'ARGENT,1603250.0,FETICHE DU PAS,70737.0,2019,Selle Francais,,,1285623.0,2,,False
438,2425660,ONBEK,,,,,,29.0,,,,,,,2019,Swiss Warmblood (Zuchtverband CH-Sportpferde),,,1285208.0,2,,False
439,2425654,ONBEK,,,,,,36.0,,,,,,,2019,Polish Wielkopolska Bred (WLKP),,,1285058.0,0,,False
440,2425652,ONBEK,,,,,,34.0,,,,,,,2019,Hungarian Sport Horse Breeders Association,,,1285053.0,2,,False
441,2425596,O-ELINN,OELINN,O ELINN,,,,1.0,AMADEO VAN 'T VOSSENHOF Z,1562160.0,K-ELINN,1783997.0,GRAND SLAM VDL,1596264.0,2019,KWPN (Royal Dutch Sporthorse),,,1284518.0,2,,False
442,2425579,ONBEK,,,,,,,,,,,,,2019,,,,1283634.0,0,,False
443,2425574,O-ELINN,,,,,,1.0,AMADEO VAN 'T VOSSENHOF Z,1562160.0,K-ELINN,1783997.0,GRAND SLAM VDL,1596264.0,2019,KWPN (Royal Dutch Sporthorse),,,1283385.0,2,,False
444,2425548,K12345,,,,,,6.0,GLOCK'S KARDAM'S-WHISPER,1808349.0,ETERNAL FLAME K,1557026.0,EARL,17958.0,2019,Oldenburger Verband,,,1282485.0,0,,False
445,2425541,NEO,,,,,,1.0,DE NIRO GOLD,1805616.0,HRENDA,1498738.0,APACHE,266049.0,2019,KWPN (Royal Dutch Sporthorse),,,1282239.0,2,,False
446,2425536,C FZ,,,,,,1.0,CASALL,49609.0,ISTELLE VDL,1850905.0,KANNAN GFE,42058.0,2019,KWPN (Royal Dutch Sporthorse),,,1282121.0,0,,False
447,2425521,CAILOR MOON VAN SUTTORF  MZ,,,,,,5.0,CLARIMO,84550.0,BLOESEM,315401.0,UNANIEM,22119.0,2019,Zangersheide,056015Z55152319,,1281267.0,2,,False
448,2425516,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1281104.0,0,,False
449,2425515,COMISKEY SR,,,,,,2.0,COMME IL FAUT,285153.0,GOLDDIGGER SR,1723285.0,NABAB DE REVE,13035.0,2019,Holsteiner Verband,,,1281102.0,0,,False
450,2425512,J...,,,,,,10.0,MYLORD CARTHAGO,102258.0,CHACCY ANNE,1915110.0,CHACCO-BLUE,118901.0,2019,Selle Francais,,,1280979.0,0,,False
451,2425479,ONLY ONE,I'M SPECIAL DE MUZE,MERMUS R,JOOST,,,1.0,,,VUBERTHA,63064.0,MERMUS R,1800.0,2019,KWPN (Royal Dutch Sporthorse),,,1279511.0,2,,False
452,2425477,HERCULES V&K,,,,,,60.0,HARLEY VDL,21517.0,UPGRADE TO CALIFORNIA V&K,1958859.0,UP TO DATE,28542.0,2019,Oldenburg International,,,1279472.0,0,,False
453,2425476,THORSAGARDENS GLADYS,,,,,,20.0,GLASGOW-W V H MERELSNEST,537301.0,IFARIM,1560683.0,MODESTO,5551.0,2019,Swedish Warmblood,,,1279417.0,2,,False
454,2425475,OROLA P&M,,,,,,1.0,BALOUBET DU ROUET,2859.0,KAROLA P&M,1726381.0,DUTCH CAPITOL,3825.0,2019,KWPN (Royal Dutch Sporthorse),,,1279299.0,2,,False
455,2425467,COLOSO SM,,,,,,84.0,COLMAN,17031.0,CASILDA,1898008.0,CASALL,49609.0,2019,La Silla - Mexico,,,1279035.0,0,,False
456,2425458,O'SAFFIERA JEWELY ROSE JVR,,,,,,3.0,JUSTIN,1565354.0,CANCAN,295929.0,KRACK C,1460.0,2019,NRPS,,,1278643.0,2,,False
457,2425457,O'SAFFIERA JEWELY ROSE JVR,,,,,,3.0,JUSTIN,1565354.0,CANCAN,295929.0,KRACK C,1460.0,2019,NRPS,,,1278642.0,2,,False
458,2425456,O'SAFFIERA JEWELY ROSE JVR,,,,,,3.0,JUSTIN,1565354.0,CANCAN,295929.0,KRACK C,1460.0,2019,NRPS,,,1278641.0,2,,False
459,2425450,OKILLY B,,,,,,1.0,UNTOUCHED,484828.0,MOKILLY Z,2425449.0,MR. BLUE,1885.0,2019,KWPN (Royal Dutch Sporthorse),528003201900068,,1278312.0,2,,False
460,2425440,CORDOBES FZ,,,,,,5.0,CORNET OBOLENSKY,34480.0,NICE & SWEET D'IVE Z,1736342.0,NABAB DE REVE,13035.0,2019,Zangersheide,,,1277976.0,0,,False
461,2425439,TUUR VAN DE CALCHIE,,,,,,4.0,ELDORADO VAN DE ZESHOEK TN,174917.0,JULIETTE DIAMANT Z,164651.0,JOUYEUX ARDENT,115751.0,2019,BWP (Belgium Warmblood),,,1277919.0,0,,False
462,2425422,CHACKY FZ Z,,,,,,5.0,CHACCO-BLUE,118901.0,GITANA DEL TERRICCIO,161340.0,FOR PLEASURE,15154.0,2019,Zangersheide,,,1277347.0,0,,False
463,2425419,LITTORIA IMPERO,,,,,,515.0,CASALL,49609.0,ANKA II,357846.0,CASSINI I,443.0,2019,Sella Italiano UNIRE,,,1277147.0,0,,False
464,2425418,ORANDE DM,,,,,,1.0,FOR FERRERO,1614426.0,KIRANDE VDM,2019941.0,FAIRYTALE,1540249.0,2019,KWPN (Royal Dutch Sporthorse),528003201901307,,1277141.0,2,,False
465,2425404,COMMANDER SR Z,,,,,,5.0,COMBAT SR,1721343.0,COMTESSA,1548179.0,CONTENDER,467.0,2019,Zangersheide,,,1276477.0,0,,False
466,2425403,JACK VD ZEIJERWEG Z,,,,,,5.0,JACK DANIELS EB,1885215.0,IRUSA-S,1675904.0,CARRERA VDL,367669.0,2019,Zangersheide,,,1276119.0,0,,False
467,2425390,ONBEK,,,,,,,,,,,,,2019,,,,1275272.0,2,,False
468,2425386,CHACCOLETTA DE LA JAY,,,,,,13.0,CHACFLY PS,1861501.0,LACRIMA DE LA JAY,2032172.0,LAMOUREUX I,115262.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410874919,,1275183.0,2,,False
469,2425384,STUTE,,,,,,13.0,FLY HIGH I,22573.0,RUBIOSA 3,1993050.0,RUBIN ROYAL OLD,15186.0,2019,Westfälisches Pferdestammbuch e.V.,,,1274888.0,2,,False
470,2425374,EMBRIO,,,,,,515.0,CHACCO-BLUE,118901.0,AQUINA FZ,442860.0,ACORADO I,21095.0,2019,Sella Italiano UNIRE,,,1274605.0,0,,False
471,2425368,MASURCA SM,,,,,,84.0,MAPLE SM,1830391.0,SARATOGA SM,1839311.0,SEMILLY LAS PALMAS,467328.0,2019,La Silla - Mexico,,,1274422.0,2,,False
472,2425367,SUDDER,,,,,,8.0,,,,,,,2019,Trakehner,,,1274369.0,2,,False
473,2425353,O,,,,,,1.0,DESPERADO N.O.P.,615677.0,WAIKIKI,111978.0,FUTURE,16982.0,2019,KWPN (Royal Dutch Sporthorse),,,1274081.0,2,,False
474,2425279,CORNETINA SR,,,,,,2.0,CORNET OBOLENSKY,34480.0,CASSINA SR,1882399.0,CASALL,49609.0,2019,Holsteiner Verband,,,1273302.0,2,,False
475,2425278,CORNETINA SR,,,,,,2.0,CORNET OBOLENSKY,34480.0,CASSINA SR,1882399.0,CASALL,49609.0,2019,Holsteiner Verband,,,1273300.0,2,,False
476,2425277,CORNETINA SR,,,,,,2.0,CORNET OBOLENSKY,34480.0,CASSINA SR,1882399.0,CASALL,49609.0,2019,Holsteiner Verband,,,1273299.0,2,,False
477,2425276,CORNETINA SR,,,,,,2.0,CORNET OBOLENSKY,34480.0,CASSINA SR,1882399.0,CASALL,49609.0,2019,Holsteiner Verband,,,1273298.0,2,,False
478,2425130,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),201900098,,1269349.0,2,,False
479,2425089,TRALALA,,,,,,1.0,VERDI TN,43162.0,K-ELINN,1783997.0,GRAND SLAM VDL,1596264.0,2019,KWPN (Royal Dutch Sporthorse),,,1267853.0,0,,False
480,2425062,ONBEK,,,,,,23.0,,,,,,,2019,Danish Warmblood,,,1267133.0,2,,False
481,2425061,ONBEK,,,,,,23.0,,,,,,,2019,Danish Warmblood,,,1267132.0,2,,False
482,2424992,EMBRYO 2019-XX,,,,,,10.0,CORNET OBOLENSKY,34480.0,ECLIPSE GIRL,1663725.0,KANNAN GFE,42058.0,2019,Selle Francais,,,1264880.0,0,,False
483,2424965,EMBRYO 2019,,,,,,4.0,CHACCO-BLUE,118901.0,CENTA DE MUZE,100190.0,CENTO,5123.0,2019,BWP (Belgium Warmblood),,,1263835.0,3,,False
484,2424909,TWIN EMBRYO,,,,,,1.0,DIAMANT DE SEMILLY,33956.0,KATITZI LN,1716432.0,KANNAN GFE,42058.0,2019,KWPN (Royal Dutch Sporthorse),,,1261910.0,2,,False
485,2424896,DARK DIAMOND P,,,,,,12.0,DREAMLINE,1613634.0,RUBY TUESDAY,1658621.0,ROTSPON,20445.0,2019,Hannoveraner Verband e.V,276431310674919,,1620510.0,1,,False
486,2424872,JANTJEJANSEN,,,,,,133.0,AMADEO VAN 'T VOSSENHOF Z,1562160.0,K-ELINN,1783997.0,GRAND SLAM VDL,1596264.0,2019,BWBS Warmblood Breeders Studbook – UK,,,1260045.0,2,,False
487,2424871,OUDE GRIEP Z,,,,,,5.0,AMADEO VAN 'T VOSSENHOF Z,1562160.0,K-ELINN,1783997.0,GRAND SLAM VDL,1596264.0,2019,Zangersheide,,,1260013.0,0,,False
488,2424802,FREUDENPRINZ,,,,,,13.0,FINEST,1583514.0,DERBYNACHT,2420606.0,DON GIROVANNI,570478.0,2019,Westfälisches Pferdestammbuch e.V.,276456560181119,,1620614.0,1,,False
489,2424607,SUPERGIRL,,,,,Staatsprämie,13.0,SIR HEINRICH,615636.0,LEONIE,1668025.0,LAUREUS NRW,475353.0,2019,Westfälisches Pferdestammbuch e.V.,276441410734919,,1620503.0,2,,False
490,2421507,M,,,,,,2.0,CLARKSVILLE,1865885.0,WHISPER SPOOKY,347988.0,CRISTO,98498.0,2019,Holsteiner Verband,276421000068319,,1619208.0,2,,False
491,2420208,S,,,,,,2.0,SANDRO JUNIOR,1947888.0,TOKANA,478678.0,CORRADO I,916.0,2019,Holsteiner Verband,276421000011719,,1617403.0,0,,False
492,2417690,BELLINO,,,,,,13.0,BELISSIMO M,34453.0,DIE MEYER,2209357.0,DIATANO,415988.0,2019,Westfälisches Pferdestammbuch e.V.,276441410692219,,1620612.0,1,,False
493,2417565,M,,,,,,2.0,ORIGI D'O,1661292.0,NORA XI,722238.0,CORIANO,13051.0,2019,Holsteiner Verband,276421000066419,,1619866.0,2,,False
494,2416323,MADEIRA,,,,,,13.0,MARACANA,1958422.0,DE NOIRE,2416189.0,DE NIRO,3254.0,2019,Westfälisches Pferdestammbuch e.V.,276441411102419,,1620608.0,2,,False
495,2413902,CALL MY AGENT PS,,,,,,60.0,CHACOON BLUE,1691083.0,ANNETTI,1959923.0,BALOU DU ROUET,8240.0,2019,Oldenburg International,,,1622664.0,1,,False
496,2413693,BLUERAY PS,,,,,,60.0,BALOUTAIRE PS,1971813.0,STAKKARETINA,2257721.0,STAKKATOL,285812.0,2019,Oldenburg International,,,1622661.0,1,,False
497,2413531,TAMIRO BLUE PS,,,,,,60.0,TALAN,108859.0,CHAMIRA 4,1601659.0,CHACCO-BLUE,118901.0,2019,Oldenburg International,,,1622660.0,1,,False
498,2413447,CHACELLO FLY PS,,,,,,60.0,CHACFLY PS,1861501.0,BAGELLA,2177195.0,BALOU DU ROUET,8240.0,2019,Oldenburg International,,,1622658.0,1,,False
499,2412714,CALONDIO PS,,,,,,60.0,CASALLCO,699923.0,LONDENTA'S ADEL PS,2134781.0,GLOCK'S LONDON,117863.0,2019,Oldenburg International,,,1622657.0,1,,False
